Time,open,high,low,close,tick_volume,spread,real_volume,EMA_12_M5,EMA_26_M5,EMA_50_M5,RSI_14_M5,RSI_56_M5,RSI_224_M5,MACD_12_26_9_M5,Bollinger_20_2_M5_Upper,Bollinger_20_2_M5_Middle,Bollinger_20_2_M5_Lower,target
2024-11-14 04:55:00,1.05521,1.05521,1.05473,1.05494,129,4,0,0.28886797295576017,0.28948646089760643,0.2897923318121265,0.26269017399315164,0.35464753119083836,0.4031811913446819,0.5598637329162436,0.2686870229795666,0.2887922905744347,0.3465083785772549,1
2024-11-25 09:25:00,1.047,1.04735,1.04697,1.04705,204,4,0,0.14578751468585338,0.14301765979020686,0.13584542587243575,0.39217679387938875,0.3680501978927442,0.7612157716115135,0.5785994273520293,0.14329641246849434,0.14781427978727635,0.2072906944540378,0
2024-11-27 19:35:00,1.05762,1.05781,1.05738,1.05747,170,4,0,0.3328514904813744,0.31767555900294653,0.2949671751490044,0.6591967731045033,0.6506161655500876,0.8226699374869242,0.7611315975781805,0.32579793399958845,0.32396371591294937,0.35656918696491857,0
2024-11-19 10:10:00,1.0583,1.05874,1.05801,1.05814,250,4,0,0.34350714940029903,0.3432311320855632,0.3431992473201326,0.4086109065556903,0.3592828370059906,0.6925161479587398,0.5796195339114297,0.33603885570425973,0.34525515784709526,0.38590168063157293,0
2024-11-15 00:45:00,1.05291,1.053,1.0529,1.05296,27,5,0,0.24116591992809333,0.2369974956084988,0.23946393757491435,0.6582514978819644,0.34749597976754065,0.5207417296029542,0.6110823221064117,0.22119445788963432,0.23522422962320277,0.2934633553865922,0
2024-11-12 21:45:00,1.06162,1.06174,1.06158,1.06161,109,4,0,0.4045349786244401,0.397505161763938,0.39200143861830483,0.5648028223505094,0.5670900307442086,0.40711877286965126,0.6724491250844453,0.3773281627548961,0.40102025421491305,0.4489083251371042,0
2024-11-25 01:25:00,1.04891,1.05011,1.04873,1.04983,180,4,0,0.15056836737016965,0.11402015841935764,0.07469484573423557,0.7746044439301212,0.9340282407583104,0.6244240193763482,0.994727743717138,0.18137667360511145,0.13131294082148415,0.14060120025554568,0
2024-11-15 13:15:00,1.05732,1.05747,1.0572,1.05722,134,4,0,0.32309416236507715,0.315370674951037,0.3022919445300154,0.5936676622668605,0.7002691051390645,0.571205160663482,0.6679274733220579,0.3016245619937976,0.31669369743145026,0.36630404036486297,1
2024-11-07 05:00:00,1.07365,1.07373,1.07342,1.07342,123,4,0,0.6223144334644815,0.6172473884763079,0.6171966883964295,0.8583221998614619,0.5524603774960734,0.5502909423328857,0.6832143232819101,0.5977458534248576,0.6110398672349397,0.6241921270638464,1
2024-11-20 03:10:00,1.05996,1.06019,1.05988,1.05989,130,3,0,0.381736591138921,0.3782197703600154,0.3693663858829659,0.21896354984262234,0.5654254833008892,0.6063060110521019,0.6255972662323072,0.3636844492908047,0.38470750198015935,0.43197262252383695,1
2024-11-14 07:20:00,1.05373,1.05379,1.05353,1.05378,95,4,0,0.27029159801981706,0.27201642805123427,0.27401343162669534,0.2541110687876036,0.16062651533472017,0.30547683139920445,0.5432823758781189,0.256525622281913,0.2722343755893313,0.3277063625584766,1
2024-11-11 08:15:00,1.07133,1.07167,1.07127,1.07163,88,4,0,0.5918359235774631,0.5919598189560347,0.5935699439088111,0.5514871936389407,0.4354932886031181,0.2643324939309202,0.6144984960004666,0.5564207983063483,0.5890035077131976,0.6231830597687313,1
2024-11-01 08:25:00,1.08736,1.08747,1.08729,1.0874,74,4,0,0.8901988192016574,0.8957250682872804,0.9033768148256094,0.3659201072553028,0.35877632441290397,0.6181202751287527,0.5958823089972007,0.8458323311833453,0.8912703202202685,0.9020314842716814,0
2024-11-06 11:35:00,1.0762,1.07647,1.07552,1.07553,240,3,0,0.6761616199891982,0.6693968326396984,0.6715681474985864,0.5433559117952349,0.44137303756146606,0.2845595661938283,0.712720364323125,0.6661823206546735,0.6719345226869855,0.6706910601238363,0
2024-11-22 01:00:00,1.04736,1.0477,1.04736,1.04754,48,4,0,0.14059108629020756,0.13614243651684887,0.13499934498569033,0.588676072983593,0.38003742276945085,0.3248166012685971,0.5984102904686541,0.11840773803773885,0.13599932108776613,0.20935925374345032,0
2024-11-19 12:15:00,1.05579,1.05587,1.05543,1.05547,187,4,0,0.28708948128385003,0.2956588488066778,0.30778934195137353,0.3512291796705878,0.3576270686519267,0.5176943043437228,0.46180916764757385,0.3125256256093003,0.2904518538075678,0.3076820416579764,1
2024-11-25 19:25:00,1.04748,1.04758,1.04737,1.04748,186,4,0,0.14638103805882352,0.15476597258811253,0.158414596809763,0.31631145142918643,0.4632542679791063,0.5716997360859464,0.441527490351588,0.15765035366885982,0.15117112359974527,0.1997465387096362,1
2024-11-14 23:40:00,1.05228,1.05246,1.05226,1.05241,57,4,0,0.2315111215596879,0.23607093311354888,0.24473436009451532,0.5513279245843913,0.2890682639908787,0.4910357469384352,0.5022066050848972,0.2157426303052965,0.22744502696790292,0.2843797459234487,1
